epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
21,2020-05-21,30,AM,Rio Preto da Eva,1303569,city,412,1235.49345,25,8,0,0.0194,33347,False,False
21,2020-05-21,34,AM,Santa Isabel do Rio Negro,1303601,city,14,55.65273,7,1,0,0.0714,25156,False,False
21,2020-05-21,57,AM,Santo Antônio do Içá,1303700,city,544,2518.28534,44,9,0,0.0165,21602,False,False
21,2020-05-21,46,AM,São Gabriel da Cachoeira,1303809,city,516,1132.47301,61,15,0,0.0291,45564,False,False
21,2020-05-21,45,AM,São Paulo de Olivença,1303908,city,324,824.44846,8,7,0,0.0216,39299,False,False
21,2020-05-21,27,AM,São Sebastião do Uatumã,1303957,city,31,221.1127,4,0,0,0.0,14020,False,False
21,2020-05-21,28,AM,Silves,1304005,city,95,1035.87395,8,3,0,0.0316,9171,False,False
21,2020-05-21,44,AM,Tabatinga,1304062,city,589,894.53861,25,47,0,0.0798,65844,False,False
21,2020-05-21,28,AM,Tapauá,1304104,city,217,1264.8636,13,3,0,0.0138,17156,False,False
21,2020-05-21,42,AM,Tefé,1304203,city,1037,1732.69395,100,45,2,0.0434,59849,False,False
